SELECT count(*) FROM singer
SELECT COUNT(*) FROM singer;
SELECT Name, Level_of_membership FROM visitor WHERE Level_of_membership > 4 ORDER BY Age DESC;
SELECT Museum_ID, Name FROM museum WHERE Num_of_Staff = ( SELECT MAX(Num_of_Staff) FROM museum );
SELECT AVG(Num_of_Staff) FROM museum m1 JOIN museum m2 ON m1.Museum_ID = m2.Museum_ID AND m2.Open_Year < '2009'
SELECT m.Open_Year, m.Num_of_Staff FROM museum AS m WHERE m.Name = 'Plaza Museum';
-- Step 1: Find the minimum staff number of all museums opened after 2010 SELECT MIN(Num_of_Staff) AS min_staff FROM museum WHERE Open_Year > '2010'; -- Step 2: Find the names of museums which have more staff than the minimum staff number found in step 1 SELECT Name FROM museum WHERE Num_of_Staff > (SELECT MIN(Num_of_Staff) FROM museum WHERE Open_Year > '2010');
SELECT v1.ID, v1.Name, v1.Age FROM visitor v1 JOIN ( SELECT visitor_ID, COUNT(*) as num_visits FROM visit GROUP BY visitor_ID ) v2 ON v1.ID = v2.visitor_ID WHERE v2.num_visits > 1;
SELECT v.ID, v.Name, v.Level_of_membership FROM visit AS t JOIN visitor AS v ON t.visitor_ID = v.ID GROUP BY v.ID ORDER BY SUM(t.Total_spent) DESC LIMIT 1;
SELECT v.ID, m.Name FROM visit v JOIN museum m ON v.Museum_ID = m.Museum_ID GROUP BY v.Museum_ID ORDER BY COUNT(v.visitor_ID) DESC LIMIT 1;
SELECT m.Name FROM museum m LEFT JOIN visit v ON m.Museum_ID = v.Museum_ID GROUP BY m.Name HAVING COUNT(v.Museum_ID) = 0;
SELECT v.Name, v.Age FROM visit AS vi JOIN visitor AS v ON vi.visitor_ID = v.ID GROUP BY v.ID ORDER BY SUM(vi.Num_of_Ticket) DESC LIMIT 1;
SELECT AVG(Num_of_Ticket) AS Average_tickets, MAX(Num_of_Ticket) AS Maximum_tickets FROM visit;
SELECT SUM(T2.Total_spent) FROM visit AS T1 JOIN visitor AS T2 ON T1.visitor_ID = T2.ID WHERE T2.Level_of_membership = 1;
SELECT COUNT(DISTINCT visitor_name) FROM ( SELECT v.Name AS visitor_name, m.Open_Year FROM visit v JOIN museum m ON v.Museum_ID = m.Museum_ID WHERE (m.Open_Year < '2009' OR m.Open_Year > '2011') ) AS subquery
SELECT COUNT(DISTINCT v.ID) FROM visitor v LEFT JOIN visit vi ON v.ID = vi.visitor_ID JOIN museum m ON vi.Museum_ID = m.Museum_ID WHERE m.Open_Year > '2010'
SELECT COUNT(*) FROM museum WHERE Open_Year > '2013' OR Open_Year < '2008';
SELECT count(*) FROM players
SELECT COUNT(*) FROM players;
SELECT COUNT(*) FROM matches;
SELECT COUNT(*) FROM matches;
SELECT first_name, birth_date FROM players WHERE country_code = 'USA';
SELECT first_name, birth_date FROM players WHERE country_code = 'USA';
SELECT AVG(loser_age) AS avg_loser_age, AVG(winner_age) AS avg_winner_age FROM matches;
SELECT AVG(loser_age) AS avg_loser_age, AVG(winner_age) AS avg_winner_age FROM matches;
SELECT AVG(winner_rank) AS avg_winner_rank FROM matches;
SELECT AVG(winner_rank) FROM matches;
SELECT MAX(l.l_1stWon) AS highest_rank_of_losers FROM matches m JOIN players l ON m.loser_id = l.player_id;
SELECT MAX(l.l_1stWon) AS best_rank_of_losers FROM qualifying_matches l;
SELECT COUNT(DISTINCT "country_code") FROM players;
SELECT COUNT(DISTINCT country_code) FROM players;
SELECT COUNT(DISTINCT loser_name) FROM matches;
SELECT COUNT(DISTINCT loser_name) FROM matches;
SELECT T1.tourney_name, COUNT(*) AS total_matches FROM matches AS T1 GROUP BY T1.tourney_name HAVING COUNT(*) > 10;
SELECT tourney_name, COUNT(match_num) AS total_matches FROM matches GROUP BY tourney_name HAVING COUNT(match_num) > 10;
SELECT DISTINCT p.first_name, p.last_name FROM players p JOIN matches m ON p.player_id = m.winner_id WHERE m.year IN (2013, 2016)
SELECT p.first_name, p.last_name FROM players p JOIN matches m1 ON p.player_id = m1.loser_id AND m1.year = 2013 JOIN matches m2 ON p.player_id = m2.winner_id AND m2.year = 2016;
SELECT COUNT(*) FROM matches WHERE YEAR = 2013 OR YEAR = 2016;
SELECT COUNT(*) FROM matches WHERE YEAR = 2013 OR YEAR = 2016;
SELECT p.country_code, p.first_name FROM matches m1 JOIN matches m2 ON m1.tourney_name = 'WTA Championships' AND m2.tourney_name = 'Australian Open' JOIN players p ON m1.winner_id = p.player_id AND m2.winner_id = p.player_id;
SELECT DISTINCT p.first_name, p.country_code FROM players p JOIN matches m ON p.player_id = m.winner_id WHERE (m.tourney_name = 'WTA Championships' AND m.year = 2019) OR (m.tourney_name = 'Australian Open' AND m.year = 2020) GROUP BY p.first_name, p.country_code HAVING COUNT(DISTINCT m.tourney_name) = 2;
SELECT first_name, country_code FROM players ORDER BY birth_date DESC LIMIT 1;
SELECT first_name, country_code FROM players ORDER BY birth_date DESC LIMIT 1;
SELECT first_name, last_name FROM players ORDER BY birth_date;
SELECT first_name, last_name, birth_date FROM players ORDER BY birth_date;
SELECT first_name, last_name FROM players WHERE hand = 'L' ORDER BY birth_date;
SELECT first_name, last_name FROM players WHERE hand = 'L' ORDER BY birth_date;
SELECT p.first_name, p.country_code FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.player_id ORDER BY r.tours DESC LIMIT 1;
SELECT p.first_name, p.country_code FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.player_id ORDER BY r.tours DESC LIMIT 1;
SELECT YEAR, COUNT(*) AS num_matches FROM matches GROUP BY YEAR ORDER BY num_matches DESC;
SELECT year, COUNT(*) FROM matches GROUP BY year ORDER BY COUNT(*) DESC LIMIT 1;
SELECT p.first_name, p.last_name, p.loser_rank_points FROM players p JOIN ( SELECT winner_id, COUNT(*) as num_wins FROM matches GROUP BY winner_id ) m ON p.player_id = m.winner_id WHERE m.num_wins = (SELECT MAX(num_wins) FROM ( SELECT winner_id, COUNT(*) as num_wins FROM matches GROUP BY winner_id ) t)
SELECT p.first_name, p.last_name, r.ranking_points FROM players p JOIN ( SELECT winner_id, COUNT(*) as num_wins FROM matches GROUP BY winner_id ) w ON p.player_id = w.winner_id JOIN rankings r ON p.player_id = r.player_id ORDER BY w.num_wins DESC LIMIT 1;
SELECT p.first_name, p.last_name FROM players p JOIN matches m ON p.player_id = m.winner_id WHERE m.tourney_name = 'Australian Open' ORDER BY m.winner_rank_points DESC LIMIT 1;
SELECT winner_name FROM matches JOIN players ON matches.winner_id = players.player_id WHERE tourney_name = 'Australian Open' GROUP BY winner_name ORDER BY winner_rank_points DESC LIMIT 1;
SELECT m.loser_name AS Loser_Name, m.winner_name AS Winner_Name FROM matches m WHERE (m.loser_id, m.tourney_date) IN ( SELECT loser_id, tourney_date FROM matches GROUP BY loser_id, tourney_date ORDER BY COUNT(*) DESC LIMIT 1 ) ORDER BY m.match_num;
SELECT winner_name AS "Winner's Name", loser_name AS "Loser's Name" FROM matches ORDER BY minutes DESC LIMIT 1;
SELECT p.first_name, AVG(r.ranking) AS average_ranking FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.first_name ORDER BY average_ranking DESC;
SELECT p.first_name, AVG(r.ranking) AS avg_ranking FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.first_name;
SELECT p.first_name, SUM(r.ranking_points) AS total_ranking_points FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.first_name;
SELECT p.first_name, SUM(r.ranking_points) AS total_ranking_points FROM players p JOIN rankings r ON p.player_id = r.player_id GROUP BY p.first_name;
SELECT "country_code", COUNT(*) AS num_players FROM players GROUP BY "country_code" ORDER BY num_players DESC;
SELECT "country_code" AS Country, COUNT(*) AS Number_of_Players FROM players GROUP BY "country_code" ORDER BY Number_of_Players DESC;
SELECT country_code, COUNT(*) as total_players FROM players GROUP BY country_code ORDER BY total_players DESC LIMIT 1;
SELECT country_code, COUNT(*) AS total_players FROM players GROUP BY country_code ORDER BY total_players DESC LIMIT 1;
SELECT country_code FROM players GROUP BY country_code HAVING COUNT(*) > 50;
SELECT country_code, COUNT(*) AS num_players FROM players GROUP BY country_code HAVING COUNT(*) > 50;
SELECT ranking_date, COUNT(tours) AS total_tours FROM rankings GROUP BY ranking_date;
SELECT ranking_date, COUNT(tours) AS total_tours FROM rankings GROUP BY ranking_date;
SELECT YEAR(tourney_date) AS year, COUNT(*) AS num_matches FROM matches GROUP BY YEAR(tourney_date) ORDER BY year;
SELECT YEAR, COUNT(*) FROM matches GROUP BY YEAR;
SELECT p.first_name, p.last_name, m.winner_rank FROM players p JOIN matches m ON p.player_id = m.winner_id ORDER BY m.winner_age ASC LIMIT 3;
SELECT p.first_name, p.last_name, m.winner_rank FROM matches m JOIN players p ON m.winner_id = p.player_id ORDER BY m.winner_age ASC LIMIT 3;
SELECT COUNT(DISTINCT winner_name) FROM matches WHERE winner_hand = 'L' AND tourney_name = 'WTA Championships';
SELECT COUNT(DISTINCT winner_hand) FROM matches WHERE tourney_name = 'WTA Championships' AND winner_hand = 'L'
SELECT p.first_name, p.country_code, p.birth_date FROM players p JOIN matches m ON p.player_id = m.winner_id WHERE (SELECT MAX(loser_rank_points) FROM matches) = m.loser_rank_points;
SELECT p.first_name, p.country_code, p.birth_date FROM players p JOIN ( SELECT winner_id, MAX(winner_rank_points) AS max_winner_rank_points FROM matches GROUP BY winner_id ) m ON p.player_id = m.winner_id WHERE p.player_id = m.winner_id AND m.max_winner_rank_points = (SELECT MAX(winner_rank_points) FROM matches);
SELECT "hand", COUNT(*) AS "number_of_players" FROM players GROUP BY "hand";
SELECT "hand" AS Hand_Type, COUNT(*) AS Total_Players FROM players GROUP BY "hand";
SELECT COUNT(*) FROM ship WHERE disposition_of_ship = 'Captured';
SELECT name, tonnage FROM ship ORDER BY name DESC;
SELECT name, date, result FROM battle;
SELECT MAX(killed) AS max_death_toll, MIN(killed) AS min_death_toll FROM death;
SELECT AVG(injured) FROM death;
SELECT D.note, D.killed, D.injured FROM death AS D JOIN ship AS S ON D.caused_by_ship_id = S.id WHERE S.tonnage = 't';
SELECT T1.name, T1.result FROM battle AS T1 WHERE T1.bulgarian_commander != 'Boril'
SELECT DISTINCT b.id, b.name FROM battle AS b JOIN ship AS s ON b.id = s.lost_in_battle WHERE s.ship_type = 'Brig'
SELECT b.id, b.name FROM battle b JOIN death d ON b.id = d.caused_by_ship_id GROUP BY b.id, b.name HAVING SUM(d.killed) > 10;
SELECT s.id, s.name, SUM(d.injured) AS total_injuries FROM ship s JOIN death d ON s.id = d.caused_by_ship_id GROUP BY s.id, s.name ORDER BY total_injuries DESC LIMIT 1;
SELECT DISTINCT name FROM battle WHERE bulgarian_commander = 'Kaloyan' AND latin_commander = 'Baldwin I';
SELECT COUNT(DISTINCT result) FROM battle;
SELECT COUNT(DISTINCT b.id) FROM battle b LEFT JOIN ship s ON b.id = s.lost_in_battle WHERE s.tonnage != '225'
SELECT b.name, b.date FROM battle b JOIN ship s ON b.id = s.lost_in_battle WHERE (s.name = 'Lettice' OR s.name = 'HMS Atalanta')
SELECT b.name, b.result, b.bulgarian_commander FROM battle b LEFT JOIN ship s ON b.id = s.lost_in_battle WHERE s.location != 'English Channel'
SELECT note FROM death WHERE note LIKE '%East%';
SELECT line_1, line_2 FROM addresses;
SELECT line_1 AS "First Line", line_2 AS "Second Line" FROM Addresses;
SELECT COUNT(*) AS total_courses FROM Courses;
SELECT COUNT(*) AS course_count FROM Courses;
SELECT course_description FROM Courses WHERE course_name LIKE '%Math%';
SELECT C.course_name, S.section_description FROM Courses C JOIN Sections S ON C.course_id = S.course_id WHERE C.course_name LIKE '%Math%'
SELECT zip_postcode FROM Addresses WHERE city = 'Port Chelsea';
SELECT zip_postcode FROM Addresses WHERE city = 'Port Chelsea';
SELECT D.department_name, D.department_id, COUNT(DP.degree_program_id) AS num_degrees FROM Degree_Programs DP JOIN Departments D ON DP.department_id = D.department_id GROUP BY D.department_name, D.department_id ORDER BY num_degrees DESC;
SELECT d.department_name, d.department_id FROM Departments d JOIN Degree_Programs dp ON d.department_id = dp.department_id GROUP BY d.department_name, d.department_id ORDER BY COUNT(dp.degree_program_id) DESC LIMIT 1;
SELECT COUNT(DISTINCT department_id) FROM Degree_Programs;
SELECT COUNT(DISTINCT department_id) FROM Degree_Programs;
SELECT COUNT(DISTINCT `degree_summary_name`) FROM `Degree_Programs`;
SELECT COUNT(DISTINCT `degree_summary_name`) FROM `Degree_Programs`;
SELECT COUNT(*) FROM Degree_Programs JOIN Departments ON Degree_Programs.department_id = Departments.department_id WHERE Departments.department_name = 'Engineering';
SELECT COUNT(*) FROM Degree_Programs JOIN Departments ON Degree_Programs.department_id = Departments.department_id WHERE Departments.department_name = 'Engineering';
SELECT section_name, section_description FROM Sections;
SELECT section_name, section_description FROM Sections;
SELECT course_name, course_id FROM Courses WHERE course_id IN ( SELECT course_id FROM Sections GROUP BY course_id HAVING COUNT(section_id) <= 2 )
SELECT c.course_name, c.course_id FROM Courses c JOIN Sections s ON c.course_id = s.course_id GROUP BY c.course_id HAVING COUNT(s.section_id) < 2;
SELECT section_name FROM Sections ORDER BY section_name DESC;
SELECT section_name FROM Sections ORDER BY section_name DESC;
SELECT S.semester_name AS 'Semester Name', S.semester_id AS 'Semester ID' FROM Semesters S JOIN Student_Enrolment SE ON S.semester_id = SE.semester_id GROUP BY S.semester_name, S.semester_id ORDER BY COUNT(SE.student_enrolment_id) DESC LIMIT 1;
SELECT s.semester_name, s.semester_id, COUNT(se.student_enrolment_id) AS num_students FROM Semesters s JOIN Student_Enrolment se ON s.semester_id = se.semester_id GROUP BY s.semester_name, s.semester_id ORDER BY num_students DESC LIMIT 1;
SELECT department_description FROM Departments WHERE department_name LIKE '%the computer%';
SELECT department_description FROM Departments WHERE department_name LIKE '%computer%';
SELECT S.first_name, S.middle_name, S.last_name, S.student_id FROM Students S JOIN Student_Enrolment SE ON S.student_id = SE.student_id WHERE SE.degree_program_id IN ( SELECT degree_program_id FROM Student_Enrolment GROUP BY degree_program_id HAVING COUNT(*) > 1 ) GROUP BY S.first_name, S.middle_name, S.last_name, S.student_id;
SELECT s.first_name, s.middle_name, s.last_name, se.degree_program_id, d.department_name FROM Students s JOIN Student_Enrolment se ON s.student_id = se.student_id JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id JOIN Departments d ON dp.department_id = d.department_id WHERE COUNT(DISTINCT se.semester_id) = 1 AND COUNT(DISTINCT se.degree_program_id) = 2;
SELECT s.first_name, s.middle_name, s.last_name FROM Student_Enrolment se JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id JOIN Students s ON se.student_id = s.student_id WHERE dp.degree_summary_name = 'Bachelor';
SELECT s.first_name, s.middle_name, s.last_name FROM Students s JOIN Student_Enrolment se ON s.student_id = se.student_id JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id WHERE dp.degree_summary_name = 'Bachelors';
SELECT dp.degree_summary_name AS "Program Name", COUNT(se.student_enrolment_id) AS "Number of Enrollments" FROM Student_Enrolment se JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id GROUP BY dp.degree_summary_name ORDER BY Number of Enrollments DESC;
SELECT dp.degree_summary_name, COUNT(se.student_enrolment_id) AS num_students FROM Degree_Programs dp JOIN Student_Enrolment se ON dp.degree_program_id = se.degree_program_id GROUP BY dp.degree_summary_name ORDER BY num_students DESC;
SELECT dp.degree_summary_name, COUNT(se.student_enrolment_id) AS num_enrolled FROM Student_Enrolment se JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id GROUP BY dp.degree_summary_name ORDER BY num_enrolled DESC LIMIT 1;
SELECT dp.degree_program_id, dp.degree_summary_name, COUNT(se.student_enrolment_id) AS num_students FROM Degree_Programs dp JOIN Student_Enrolment se ON dp.degree_program_id = se.degree_program_id GROUP BY dp.degree_program_id, dp.degree_summary_name ORDER BY num_students DESC LIMIT 1;
SELECT s.student_id, s.first_name, s.middle_name, s.last_name, COUNT(se.degree_program_id) AS num_enrollments FROM Students s JOIN Student_Enrolment se ON s.student_id = se.student_id GROUP BY s.student_id, s.first_name, s.middle_name, s.last_name ORDER BY num_enrollments DESC LIMIT 1;
SELECT s.first_name, s.middle_name, s.last_name, s.student_id, COUNT(se.degree_program_id) AS num_enrollments FROM Students s JOIN Student_Enrolment se ON s.student_id = se.student_id GROUP BY s.student_id, s.first_name, s.middle_name, s.last_name ORDER BY num_enrollments DESC LIMIT 1;
SELECT s.semester_name FROM Semesters s LEFT JOIN Student_Enrolment se ON s.semester_id = se.semester_id WHERE se.student_enrolment_id IS NULL;
SELECT s.semester_name FROM Semesters s LEFT JOIN Student_Enrolment se ON s.semester_id = se.semester_id WHERE se.student_enrolment_id IS NULL;
SELECT DISTINCT C.course_name FROM Courses C JOIN Student_Enrolment_Courses SEC ON C.course_id = SEC.course_id;
SELECT c.course_name FROM Courses c JOIN Student_Enrolment_Courses sec ON c.course_id = sec.course_id GROUP BY c.course_name HAVING COUNT(*) > 0;
SELECT C.course_name, COUNT(SEC.student_enrolment_id) AS num_enrollments FROM Courses C JOIN Student_Enrolment_Courses SEC ON C.course_id = SEC.course_id GROUP BY C.course_name ORDER BY num_enrollments DESC LIMIT 1;
SELECT C.course_name, COUNT(SEC.student_enrolment_id) AS num_students FROM Courses C JOIN Student_Enrolment_Courses SEC ON C.course_id = SEC.course_id GROUP BY C.course_name ORDER BY num_students DESC LIMIT 1;
SELECT S.last_name FROM Students S JOIN Addresses A ON S.current_address_id = A.address_id WHERE S.student_id NOT IN ( SELECT SE.student_id FROM Student_Enrolment SE ) AND A.state_province_county = 'North Carolina';
SELECT S.last_name FROM Students S JOIN Addresses A ON S.current_address_id = A.address_id WHERE A.state_province_county = 'North Carolina' AND S.student_id NOT IN (SELECT student_id FROM Student_Enrolment);
SELECT T.transcript_date, T.transcript_id FROM Transcripts AS T JOIN Transcript_Contents AS TC ON T.transcript_id = TC.transcript_id GROUP BY T.transcript_id HAVING COUNT(DISTINCT TC.student_course_id) >= 2;
SELECT T.transcript_date, T.transcript_id, COUNT(TC.student_course_id) AS num_courses FROM Transcripts T JOIN Transcript_Contents TC ON T.transcript_id = TC.transcript_id GROUP BY T.transcript_date, T.transcript_id HAVING COUNT(TC.student_course_id) >= 2;
SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward';
SELECT cell_mobile_number FROM Students WHERE first_name = 'Timmothy' AND last_name = 'Ward';
SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1;
SELECT first_name, middle_name, last_name FROM Students WHERE (first_name, middle_name, last_name) IN ( SELECT first_name, middle_name, last_name FROM Students ORDER BY date_first_registered ASC LIMIT 1 );
SELECT MIN(date_left) AS earliest_graduation_date FROM Students;
SELECT s.first_name, s.middle_name, s.last_name FROM Students s WHERE (s.date_left IS NULL OR s.date_left > '1970-01-01') -- assuming students are not graduated before 1970 ORDER BY s.date_left ASC LIMIT 1;
SELECT s.first_name FROM Students s JOIN Addresses ca ON s.current_address_id = ca.address_id JOIN Addresses pa ON s.permanent_address_id = pa.address_id WHERE ca.line_1 != pa.line_1 OR ca.line_2 != pa.line_2;
SELECT s.first_name FROM Students s JOIN Addresses ca ON s.current_address_id = ca.address_id JOIN Addresses pa ON s.permanent_address_id = pa.address_id WHERE ca.address_id != pa.address_id;
SELECT A.address_id, A.line_1, A.line_2, A.line_3, A.city, A.zip_postcode, A.state_province_county, A.country, A.other_address_details, COUNT(S.student_id) AS num_students FROM Addresses A JOIN Students S ON A.address_id = S.current_address_id GROUP BY A.address_id, A.line_1, A.line_2, A.line_3, A.city, A.zip_postcode, A.state_province_county, A.country, A.other_address_details ORDER BY num_students DESC;
SELECT a.address_id, a.line_1, a.line_2, COUNT(s.student_id) AS num_students FROM Addresses a JOIN Students s ON a.address_id = s.current_address_id GROUP BY a.address_id, a.line_1, a.line_2 ORDER BY num_students DESC LIMIT 1;
SELECT AVG(transcript_date) AS average_transcript_date FROM Transcripts;
SELECT AVG(transcript_date) AS average_transcript_date FROM Transcripts;
SELECT T.transcript_date, T.other_details FROM Transcripts T ORDER BY T.transcript_date ASC LIMIT 1;
SELECT T.transcript_date AS 'Transcript Date', T.other_details AS 'Other Details' FROM Transcripts T ORDER BY T.transcript_date ASC LIMIT 1;
SELECT COUNT(*) AS num_transcripts FROM Transcripts;
SELECT COUNT(*) AS total_transcripts FROM Transcripts;
SELECT MAX(transcript_date) AS last_transcript_release_date FROM Transcripts;
SELECT MAX(transcript_date) AS last_transcript_release_date FROM Transcripts;
SELECT COUNT(*) AS max_enrollments, student_course_id, course_id FROM Student_Enrolment_Courses JOIN Transcript_Contents ON Student_Enrolment_Courses.student_course_id = Transcript_Contents.student_course_id GROUP BY student_course_id, course_id;
SELECT T1.course_name, COUNT(T2.student_course_id) AS max_transcript_count, T3.student_enrolment_id FROM Courses T1 JOIN Student_Enrolment_Courses T2 ON T1.course_id = T2.course_id JOIN Student_Enrolment T3 ON T2.student_enrolment_id = T3.student_enrolment_id GROUP BY T1.course_name, T3.student_enrolment_id ORDER BY COUNT(T2.student_course_id) DESC LIMIT 1;
SELECT T.transcript_date, T.transcript_id FROM Transcripts T JOIN Transcript_Contents TC ON T.transcript_id = TC.transcript_id GROUP BY T.transcript_id ORDER BY COUNT(*) ASC LIMIT 1;
SELECT T1.transcript_id, T1.transcript_date FROM Transcripts AS T1 JOIN Transcript_Contents AS T2 ON T1.transcript_id = T2.transcript_id GROUP BY T1.transcript_id, T1.transcript_date ORDER BY COUNT(*) ASC LIMIT 1;
SELECT S.semester_id, DP.degree_summary_name AS Degree_Program_Name FROM Student_Enrolment SE JOIN Semesters S ON SE.semester_id = S.semester_id JOIN Degree_Programs DP ON SE.degree_program_id = DP.degree_program_id WHERE DP.degree_summary_name IN ('Master', 'Bachelor') GROUP BY S.semester_id, DP.degree_summary_name;
SELECT se.semester_id, COUNT(CASE WHEN dp.degree_summary_name = 'Masters' THEN 1 END) AS masters_enrolled, COUNT(CASE WHEN dp.degree_summary_name = 'Bachelors' THEN 1 END) AS bachelors_enrolled FROM Student_Enrolment se JOIN Degree_Programs dp ON se.degree_program_id = dp.degree_program_id GROUP BY se.semester_id;
SELECT COUNT(DISTINCT current_address_id) FROM Students;
SELECT DISTINCT A.line_1, A.line_2 FROM Addresses A JOIN Students S ON A.address_id = S.current_address_id OR A.address_id = S.permanent_address_id;
SELECT first_name, middle_name, last_name, email_address, cell_mobile_number, ssn, date_first_registered, date_left, other_student_details FROM Students ORDER BY last_name DESC, first_name DESC, middle_name DESC;
SELECT other_student_details FROM Students ORDER BY other_student_details DESC;
SELECT * FROM Sections WHERE section_name = 'h';
SELECT section_description FROM Sections WHERE section_name = 'h';
SELECT first_name FROM Students WHERE permanent_address_id IN ( SELECT address_id FROM Addresses WHERE country = 'Haiti' ) OR cell_mobile_number = '09700166582';
SELECT first_name FROM Students WHERE (permanent_address_id IN ( SELECT address_id FROM Addresses WHERE country = 'Haiti' )) OR (cell_mobile_number = '09700166582');
SELECT Title FROM Cartoon ORDER BY Title;
SELECT Title FROM Cartoon ORDER BY Title;
SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones' ORDER BY Title;
SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones'
SELECT COUNT(id) FROM Cartoon WHERE Written_by = 'Joseph Kuhr';
SELECT COUNT(*) FROM Cartoon WHERE Written_by = 'Joseph Kuhr';
SELECT C.Title, C.Directed_by FROM Cartoon C ORDER BY C.`Original_air_date`;
SELECT Title, Directed_by FROM Cartoon ORDER BY Original_air_date;
SELECT Title FROM Cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti') ORDER BY title;
SELECT Title FROM Cartoon WHERE Directed_by = 'Ben Jones' OR Directed_by = 'Brandon Vietti' ORDER BY title;
SELECT Country, COUNT(id) AS Number_of_channels FROM TV_Channel GROUP BY Country ORDER BY Number_of_channels DESC;
SELECT Country, COUNT(*) as Channel_Count FROM TV_Channel GROUP BY Country ORDER BY Channel_Count DESC;
SELECT COUNT(DISTINCT series_name) AS "Number of Series Names", COUNT(DISTINCT Content) AS "Number of Contents" FROM TV_Channel;
SELECT COUNT(DISTINCT series_name) AS num_series, COUNT(DISTINCT Content) AS num_content FROM TV_Channel;
SELECT Content FROM TV_Channel WHERE series_name = 'Sky Radio'
SELECT Content FROM TV_Channel WHERE series_name = 'Sky Radio'
SELECT Package_Option FROM TV_Channel WHERE series_name = 'Sky Radio'
SELECT T1.Package_Option FROM TV_Channel AS T1 JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T2.series_name = 'Sky Radio';
SELECT COUNT(id) FROM TV_Channel WHERE Language = 'English';
SELECT COUNT(id) FROM TV_Channel WHERE Language = 'English';
SELECT Language, COUNT(*) as Count FROM TV_Channel GROUP BY Language ORDER BY Count ASC LIMIT 1;
SELECT Language, COUNT(*) as Count FROM TV_Channel GROUP BY Language ORDER BY Count ASC;
SELECT Language, COUNT(*) as Count FROM TV_Channel GROUP BY Language;
SELECT Language, COUNT(*) as Count FROM TV_Channel GROUP BY Language;
SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Title = 'The Rise of the Blue Beetle!';
SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = 'The Rise of the Blue Beetle';
SELECT Title FROM Cartoon JOIN TV_Channel ON Cartoon.Channel = TV_Channel.id WHERE TV_Channel.series_name = 'Sky Radio' ORDER BY Title;
SELECT Title FROM Cartoon WHERE Channel IN ( SELECT id FROM TV_Channel WHERE series_name = 'Sky Radio' );
SELECT Episode FROM TV_series ORDER BY Rating;
SELECT Episode FROM TV_series ORDER BY Rating;
SELECT Episode, Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;
SELECT Episode, Rating FROM TV_series ORDER BY CAST(Rating AS REAL) DESC LIMIT 3;
SELECT MIN(Share), MAX(Share) FROM "TV_series";
SELECT MAX(Share) AS Max_Share, MIN(Share) AS Min_Share FROM TV_series;
SELECT T1.Episode, T2.Air_Date FROM TV_series AS T1 JOIN TV_series AS T2 ON T1.id = T2.id WHERE T1.Episode = 'A Love of a Lifetime'
SELECT Title FROM Cartoon ORDER BY Title;
SELECT Weekly_Rank FROM TV_series WHERE Episode = 'A Love of a Lifetime'
SELECT ts.Weekly_Rank FROM TV_series ts JOIN Episode e ON ts.id = e.id WHERE e.Episode = 'A Love of a Lifetime';
SELECT T2.series_name FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T1.Episode = 'A Love of a Lifetime';
SELECT series_name FROM TV_Channel JOIN TV_series ON TV_Channel.id = TV_series.Channel WHERE Episode = 'A Love of a Lifetime';
SELECT T2.Episode FROM TV_Channel AS T1 INNER JOIN TV_series AS T2 ON T1.id = T2.Channel WHERE T1.series_name = 'Sky Radio';
SELECT T2.Episode FROM TV_series AS T1 JOIN TV_Channel AS T2 ON T1.Channel = T2.id WHERE T2.series_name = 'Sky Radio';
SELECT Directed_by, COUNT(*) as Number_of_Cartoons FROM Cartoon GROUP BY Directed_by;
SELECT Directed_by, COUNT(*) as num_cartoons FROM Cartoon GROUP BY Directed_by;
SELECT Production_code, Channel FROM Cartoon ORDER BY Original_air_date DESC LIMIT 1;
SELECT Production_code, Channel FROM Cartoon ORDER BY Original_air_date DESC LIMIT 1;
SELECT Package_Option, series_name FROM TV_Channel WHERE Hight_definition_TV = 'Yes';
SELECT Package_Option, series_name FROM TV_Channel WHERE Hight_definition_TV = 'Yes' ORDER BY series_name;
